index,agency,numOfPositions,businessTitle,jobCategory,newLat,newLong,borough,salaryRangeTo,salaryRangeFrom,salaryFrequency,zip,jobCatCondensed
1588,OFFICE OF EMERGENCY MANAGEMENT,1,PUBLIC WARNING SPECIALIST,"Communications & Intergovernmental Affairs Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,58000.0,58000.0,Annual,11201.0,Managerial and Professional
1589,OFFICE OF EMERGENCY MANAGEMENT,1,WATCH COMMAND SUPERVISOR,"Communications & Intergovernmental Affairs Building Operations & Maintenance Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,81315.0,81315.0,Annual,11201.0,Managerial and Professional
1590,OFFICE OF EMERGENCY MANAGEMENT,1,WATCH COMMAND SUPERVISOR,"Communications & Intergovernmental Affairs Building Operations & Maintenance Public Safety, Inspections, & Enforcement",40.699081899999996,-73.9893388,Brooklyn,81315.0,81315.0,Annual,11201.0,Managerial and Professional
1591,DEPT OF ENVIRONMENT PROTECTION,1,Ecological Services Project Manager,"Engineering, Architecture, & Planning Policy, Research & Analysis",40.7348102,-73.8644434,Queens,68499.0,62272.0,Annual,11373.0,Other
1592,DEPT OF ENVIRONMENT PROTECTION,1,Ecological Services Project Manager,"Engineering, Architecture, & Planning Policy, Research & Analysis",40.7348102,-73.8644434,Queens,68499.0,62272.0,Annual,11373.0,Other
1593,DEPT OF INFO TECH & TELECOMM,3,Software Asset Management Associate,"Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",40.694028,-73.98394990000001,Brooklyn,85000.0,62862.0,Annual,11201.0,Other
1594,DEPT OF ENVIRONMENT PROTECTION,1,OFFICE ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",41.92997570000001,-73.99923709999999,Brooklyn,95270.0,65783.0,Annual,12401.0,Managerial and Professional
1595,DEPT OF ENVIRONMENT PROTECTION,1,OFFICE ENGINEER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",41.92997570000001,-73.99923709999999,Brooklyn,95270.0,65783.0,Annual,12401.0,Managerial and Professional
1596,DEPT OF ENVIRONMENT PROTECTION,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,118610.0,87490.0,Annual,11373.0,Managerial and Professional
1597,DEPT OF ENVIRONMENT PROTECTION,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,118610.0,87490.0,Annual,11373.0,Managerial and Professional
1598,DEPT OF ENVIRONMENT PROTECTION,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,118610.0,87490.0,Annual,11373.0,Managerial and Professional
1599,DEPT OF ENVIRONMENT PROTECTION,1,ACCOUNTABLE MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",40.734879600000006,-73.86348939999998,Queens,118610.0,87490.0,Annual,11373.0,Managerial and Professional
1600,OFFICE OF MANAGEMENT & BUDGET,1,DOITT and DCAS  Analyst,"Finance, Accounting, & Procurement Legal Affairs",40.7143284,-74.01091439999998,Manhattan,68244.0,45491.0,Annual,10007.0,Other
1601,OFFICE OF MANAGEMENT & BUDGET,1,DOITT and DCAS  Analyst,"Finance, Accounting, & Procurement Legal Affairs",40.7143284,-74.01091439999998,Manhattan,68244.0,45491.0,Annual,10007.0,Other
1602,DEPT OF ENVIRONMENT PROTECTION,3,Asbestos Enforcement Inspector,"Health Public Safety, Inspections, & Enforcement",40.7348102,-73.8644434,Queens,46010.0,46010.0,Annual,11373.0,Managerial and Professional
1603,DEPT OF ENVIRONMENT PROTECTION,3,Asbestos Enforcement Inspector,"Health Public Safety, Inspections, & Enforcement",40.7348102,-73.8644434,Queens,46010.0,46010.0,Annual,11373.0,Managerial and Professional
1604,DEPT OF DESIGN & CONSTRUCTION,1,Graphic Designer,Communications & Intergovernmental Affairs,40.7441315,-73.9360615,Queens,97233.0,57125.0,Annual,11101.0,Other
1605,DEPT OF DESIGN & CONSTRUCTION,1,Graphic Designer,Communications & Intergovernmental Affairs,40.7441315,-73.9360615,Queens,97233.0,57125.0,Annual,11101.0,Other
1606,LAW DEPARTMENT,1,Agency Security Director,Administration & Human Resources,40.713299299999996,-74.0101098,Manhattan,94392.0,94392.0,Annual,10007.0,Other
1607,LAW DEPARTMENT,1,Agency Security Director,Administration & Human Resources,40.713299299999996,-74.0101098,Manhattan,94392.0,94392.0,Annual,10007.0,Other
1608,DEPARTMENT OF TRANSPORTATION,2,Safety Professional,Health,40.7033226,-74.00889620000001,Manhattan,92001.0,73305.0,Annual,10041.0,Other
1609,DEPARTMENT OF TRANSPORTATION,2,Safety Professional,Health,40.7033226,-74.00889620000001,Manhattan,92001.0,73305.0,Annual,10041.0,Other
1610,DEPT OF CITYWIDE ADMIN SVCS,1,Director of Partnerships,"Communications & Intergovernmental Affairs Policy, Research & Analysis",40.712830600000004,-74.00371489999998,Manhattan,120000.0,56990.0,Annual,10007.0,Other
1611,DEPT OF CITYWIDE ADMIN SVCS,1,Director of Partnerships,"Communications & Intergovernmental Affairs Policy, Research & Analysis",40.712830600000004,-74.00371489999998,Manhattan,120000.0,56990.0,Annual,10007.0,Other
1612,DEPT OF CITYWIDE ADMIN SVCS,1,Energy Performance Analyst,"Engineering, Architecture, & Planning Policy, Research & Analysis",40.712830600000004,-74.00371489999998,Manhattan,85000.0,73305.0,Annual,10007.0,Other
1613,DEPT OF CITYWIDE ADMIN SVCS,1,Energy Performance Analyst,"Engineering, Architecture, & Planning Policy, Research & Analysis",40.712830600000004,-74.00371489999998,Manhattan,85000.0,73305.0,Annual,10007.0,Other
1614,DEPT OF CITYWIDE ADMIN SVCS,1,"Engineer, Energy Efficiency","Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,83151.0,55416.0,Annual,10007.0,Other
1615,DEPT OF CITYWIDE ADMIN SVCS,1,"Engineer, Energy Efficiency","Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,83151.0,55416.0,Annual,10007.0,Other
1616,DEPT OF CITYWIDE ADMIN SVCS,1,"Project Manager, ACE Program","Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,83151.0,55416.0,Annual,10007.0,Other
1617,DEPT OF CITYWIDE ADMIN SVCS,1,"Project Manager, ACE Program","Engineering, Architecture, & Planning",40.712830600000004,-74.00371489999998,Manhattan,83151.0,55416.0,Annual,10007.0,Other
1618,DEPT OF ENVIRONMENT PROTECTION,1,"Section Chief, Bluebelt Maintenance","Engineering, Architecture, & Planning",40.5080805,-74.2357454,Staten Island,110000.0,56990.0,Annual,10307.0,Other
1619,DEPT OF ENVIRONMENT PROTECTION,1,"Section Chief, Bluebelt Maintenance","Engineering, Architecture, & Planning",40.5080805,-74.2357454,Staten Island,110000.0,56990.0,Annual,10307.0,Other
1620,DEPT OF HEALTH/MENTAL HYGIENE,1,"College Aide, Bureau of Veterinary and Pest Control Services","Health Public Safety, Inspections, & Enforcement",40.7157524,-74.002517,Manhattan,19.9,15.5,Hourly,10013.0,Managerial and Professional
1621,DEPT OF HEALTH/MENTAL HYGIENE,1,"College Aide, Bureau of Veterinary and Pest Control Services","Health Public Safety, Inspections, & Enforcement",40.7157524,-74.002517,Manhattan,19.9,15.5,Hourly,10013.0,Managerial and Professional
1622,DEPT OF INFO TECH & TELECOMM,1,Policy Analyst,"Legal Affairs Policy, Research & Analysis",40.694028,-73.98394990000001,Brooklyn,71753.0,51190.0,Annual,11201.0,Other
1623,DEPT OF INFO TECH & TELECOMM,1,Policy Analyst,"Legal Affairs Policy, Research & Analysis",40.694028,-73.98394990000001,Brooklyn,71753.0,51190.0,Annual,11201.0,Other
1624,DEPT OF HEALTH/MENTAL HYGIENE,1,"Data Analysis, Bureau of Veterinary and Pest Control Services","Health Policy, Research & Analysis",40.710197799999996,-74.0105593,Manhattan,19.76,15.5,Hourly,10007.0,Other
1625,DEPT OF HEALTH/MENTAL HYGIENE,1,"Data Analysis, Bureau of Veterinary and Pest Control Services","Health Policy, Research & Analysis",40.710197799999996,-74.0105593,Manhattan,19.76,15.5,Hourly,10007.0,Other
1626,DEPT OF HEALTH/MENTAL HYGIENE,1,"Inspector,  Bureau of Environmental Disease and Injury Prevention","Health Public Safety, Inspections, & Enforcement",40.7157524,-74.002517,Manhattan,51049.0,44390.0,Annual,10013.0,Managerial and Professional
1627,DEPT OF HEALTH/MENTAL HYGIENE,1,"Inspector,  Bureau of Environmental Disease and Injury Prevention","Health Public Safety, Inspections, & Enforcement",40.7157524,-74.002517,Manhattan,51049.0,44390.0,Annual,10013.0,Managerial and Professional
1628,DEPT OF INFO TECH & TELECOMM,1,Senior IT Architect,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,175000.0,0.0,Annual,11201.0,Other
1629,DEPT OF INFO TECH & TELECOMM,1,Senior IT Architect,"Technology, Data & Innovation",40.693364,-73.9857147,Brooklyn,175000.0,0.0,Annual,11201.0,Other
1630,NYC HOUSING AUTHORITY,1,"ZONE COORDINATOR, FAR ROCKAWAY AND JAMAICA",Constituent Services & Community Programs,40.682190000000006,-73.96821,Brooklyn,81535.0,52524.0,Annual,11238.0,Service
1631,NYC HOUSING AUTHORITY,1,"ZONE COORDINATOR, FAR ROCKAWAY AND JAMAICA",Constituent Services & Community Programs,40.682190000000006,-73.96821,Brooklyn,81535.0,52524.0,Annual,11238.0,Service
1632,TAXI & LIMOUSINE COMMISSION,1,Inclusion Education Reserch intern,"Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,19.9,15.5,Hourly,10004.0,Other
1633,TAXI & LIMOUSINE COMMISSION,1,Inclusion Education Reserch intern,"Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,19.9,15.5,Hourly,10004.0,Other
1634,TAXI & LIMOUSINE COMMISSION,1,Driver Education Program Intern,"Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,19.9,15.5,Hourly,10004.0,Other
1635,TAXI & LIMOUSINE COMMISSION,1,Driver Education Program Intern,"Policy, Research & Analysis",40.705097200000004,-74.01207099999998,Manhattan,19.9,15.5,Hourly,10004.0,Other
1636,DEPT OF HEALTH/MENTAL HYGIENE,20,Criminalist III,Health,40.7383514,-73.97570259999998,Manhattan,79802.0,79802.0,Annual,10016.0,Other
1637,DEPT OF DESIGN & CONSTRUCTION,7,Design Intern,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,60447.0,49916.0,Annual,11101.0,Other
1638,DEPT OF DESIGN & CONSTRUCTION,7,Design Intern,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,60447.0,49916.0,Annual,11101.0,Other
1639,DEPT OF DESIGN & CONSTRUCTION,2,Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
1640,DEPT OF DESIGN & CONSTRUCTION,2,Director,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,168433.0,63031.0,Annual,11101.0,Other
1641,MAYORS OFFICE OF CONTRACT SVCS,1,"Analyst, Health and Human Services","Policy, Research & Analysis Social Services",40.7134096,-74.00752309999999,Manhattan,50000.0,45000.0,Annual,10007.0,Service
1642,MAYORS OFFICE OF CONTRACT SVCS,1,"Analyst, Health and Human Services","Policy, Research & Analysis Social Services",40.7134096,-74.00752309999999,Manhattan,50000.0,45000.0,Annual,10007.0,Service
1643,POLICE DEPARTMENT,1,"Computer Specialist (SW), I","Technology, Data & Innovation",40.712110100000004,-74.0018864,Manhattan,99161.0,79564.0,Annual,10007.0,Other
1644,POLICE DEPARTMENT,1,"Computer Specialist (SW), I","Technology, Data & Innovation",40.712110100000004,-74.0018864,Manhattan,99161.0,79564.0,Annual,10007.0,Other
1645,DEPT OF DESIGN & CONSTRUCTION,1,Administrative Liaison,Administration & Human Resources,40.7441315,-73.9360615,Queens,47824.0,39237.0,Annual,11101.0,Other
1646,DEPT OF DESIGN & CONSTRUCTION,1,Administrative Liaison,Administration & Human Resources,40.7441315,-73.9360615,Queens,47824.0,39237.0,Annual,11101.0,Other
1647,DEPT OF ENVIRONMENT PROTECTION,1,Construction Inspector/ Office Engineer,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",41.945953700000004,-74.2030833,Queens,95270.0,65783.0,Annual,12461.0,Managerial and Professional
1648,DEPT OF ENVIRONMENT PROTECTION,1,Construction Inspector/ Office Engineer,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",41.945953700000004,-74.2030833,Queens,95270.0,65783.0,Annual,12461.0,Managerial and Professional
1649,DEPT OF ENVIRONMENT PROTECTION,1,Resident Engineer/Accountable Manager,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",41.945953700000004,-74.2030833,Queens,106222.0,72476.0,Annual,12461.0,Managerial and Professional
1650,DEPT OF ENVIRONMENT PROTECTION,1,Resident Engineer/Accountable Manager,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",41.945953700000004,-74.2030833,Queens,106222.0,72476.0,Annual,12461.0,Managerial and Professional
1651,POLICE DEPARTMENT,1,"Computer Specialist (SW), I","Technology, Data & Innovation",40.712110100000004,-74.0018864,Manhattan,99161.0,79564.0,Annual,10007.0,Other
1652,POLICE DEPARTMENT,1,"Computer Specialist (SW), I","Technology, Data & Innovation",40.712110100000004,-74.0018864,Manhattan,99161.0,79564.0,Annual,10007.0,Other
1653,DEPARTMENT OF INVESTIGATION,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,61000.0,58000.0,Annual,10038.0,Managerial and Professional
1654,DEPARTMENT OF INVESTIGATION,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,61000.0,58000.0,Annual,10038.0,Managerial and Professional
1655,DEPT OF ENVIRONMENT PROTECTION,1,Civil Engineering Intern,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,57403.0,52000.0,Annual,11373.0,Other
1656,DEPT OF ENVIRONMENT PROTECTION,1,Civil Engineering Intern,"Engineering, Architecture, & Planning",40.734879600000006,-73.86348939999998,Queens,57403.0,52000.0,Annual,11373.0,Other
1657,NYC HOUSING AUTHORITY,1,Construction Project Manager,"Public Safety, Inspections, & Enforcement",36.7413415,-95.9202513,Queens,118610.0,69963.0,Annual,74006.0,Managerial and Professional
1658,NYC HOUSING AUTHORITY,1,Construction Project Manager,"Public Safety, Inspections, & Enforcement",36.7413415,-95.9202513,Queens,118610.0,69963.0,Annual,74006.0,Managerial and Professional
1659,DEPT OF ENVIRONMENT PROTECTION,2,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,89638.0,58716.0,Annual,11373.0,Other
1660,DEPT OF ENVIRONMENT PROTECTION,2,CONTRACTS ATTORNEY,"Legal Affairs Policy, Research & Analysis",40.7348102,-73.8644434,Queens,89638.0,58716.0,Annual,11373.0,Other
1661,DEPARTMENT FOR THE AGING,1,"Deputy Commissioner, Programs",Constituent Services & Community Programs Communications & Intergovernmental Affairs Health Social Services,40.714098799999995,-74.0039841,Manhattan,217244.0,86346.0,Annual,10007.0,Service
1662,DEPARTMENT FOR THE AGING,1,"Deputy Commissioner, Programs",Constituent Services & Community Programs Communications & Intergovernmental Affairs Health Social Services,40.714098799999995,-74.0039841,Manhattan,217244.0,86346.0,Annual,10007.0,Service
1663,DEPARTMENT OF INVESTIGATION,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,50000.0,43799.0,Annual,10038.0,Managerial and Professional
1664,DEPARTMENT OF INVESTIGATION,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,50000.0,43799.0,Annual,10038.0,Managerial and Professional
1665,DEPT OF HEALTH/MENTAL HYGIENE,1,"Director of Training and Outreach, Tuberculosis Control","Health Policy, Research & Analysis",40.7472946,-73.94433049999998,Queens,91045.08,73305.0,Annual,11120.0,Other
1666,DEPT OF HEALTH/MENTAL HYGIENE,1,"Director of Training and Outreach, Tuberculosis Control","Health Policy, Research & Analysis",40.7472946,-73.94433049999998,Queens,91045.08,73305.0,Annual,11120.0,Other
1667,DEPT OF INFO TECH & TELECOMM,1,Project Performance Analyst,"Policy, Research & Analysis",40.7134096,-74.00752309999999,Manhattan,52524.0,37217.0,Annual,10007.0,Other
1668,DEPT OF INFO TECH & TELECOMM,1,Project Performance Analyst,"Policy, Research & Analysis",40.7134096,-74.00752309999999,Manhattan,52524.0,37217.0,Annual,10007.0,Other
1669,DEPARTMENT OF TRANSPORTATION,2,Procurement Analyst (Fiscal),"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",40.7033226,-74.00889620000001,Manhattan,66667.0,39304.0,Annual,10041.0,Other
1670,DEPARTMENT OF TRANSPORTATION,2,Procurement Analyst (Fiscal),"Administration & Human Resources Finance, Accounting, & Procurement Policy, Research & Analysis",40.7033226,-74.00889620000001,Manhattan,66667.0,39304.0,Annual,10041.0,Other
1671,DEPARTMENT OF INVESTIGATION,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,50000.0,43799.0,Annual,10038.0,Managerial and Professional
1672,DEPARTMENT OF INVESTIGATION,1,Confidential Investigator,"Public Safety, Inspections, & Enforcement",40.70712279999999,-74.00777149999998,Manhattan,50000.0,43799.0,Annual,10038.0,Managerial and Professional
1673,NYC HOUSING AUTHORITY,1,RESIDENT BUILDING SUPERINTENDENT,Building Operations & Maintenance,37.0333635,-95.634855,Manhattan,87160.0,56013.0,Annual,67337.0,Operatives and Laborers
1674,DEPT OF ENVIRONMENT PROTECTION,1,Bureau Energy Manager,"Policy, Research & Analysis",40.7348102,-73.8644434,Queens,92001.0,73305.0,Annual,11373.0,Other
1675,DEPT OF ENVIRONMENT PROTECTION,1,Bureau Energy Manager,"Policy, Research & Analysis",40.7348102,-73.8644434,Queens,92001.0,73305.0,Annual,11373.0,Other
1676,DEPT OF DESIGN & CONSTRUCTION,1,Permits and Approval Liaison,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,83151.0,55416.0,Annual,11101.0,Other
1677,DEPT OF DESIGN & CONSTRUCTION,1,Permits and Approval Liaison,"Engineering, Architecture, & Planning",40.7441315,-73.9360615,Queens,83151.0,55416.0,Annual,11101.0,Other
1678,HRA/DEPT OF SOCIAL SERVICES,1,HOUSING & URBAN DEVELOPMENT (HUD)  GRANTS MANAGER,Administration & Human Resources Constituent Services & Community Programs Social Services,40.71028889999999,-74.01229010000002,Manhattan,80000.0,62862.0,Annual,10007.0,Service
1679,DEPT OF CITYWIDE ADMIN SVCS,1,Director of Contracts,"Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,120000.0,56990.0,Annual,10007.0,Other
1680,DEPT OF CITYWIDE ADMIN SVCS,1,Director of Contracts,"Finance, Accounting, & Procurement",40.712830600000004,-74.00371489999998,Manhattan,120000.0,56990.0,Annual,10007.0,Other
1681,DEPARTMENT OF BUSINESS SERV.,1,"HR, RECRUITMENT COORDINATOR",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,30.1,28.7488,Hourly,10038.0,Service
1682,DEPARTMENT OF BUSINESS SERV.,1,"HR, RECRUITMENT COORDINATOR",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,30.1,28.7488,Hourly,10038.0,Service
1683,DEPARTMENT OF BUSINESS SERV.,1,"DIRECTOR, WORKFORCE1 CANDIDATE SERVICES",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,43.34,34.6324,Hourly,10038.0,Service
1684,DEPARTMENT OF BUSINESS SERV.,1,"DIRECTOR, WORKFORCE1 CANDIDATE SERVICES",Constituent Services & Community Programs,40.7087931,-74.0068363,Manhattan,43.34,34.6324,Hourly,10038.0,Service
